,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
7XIK:L,0,human,K,1.3e-59,190.8,0,109,,,0.0,,0.0,215,2.89,X-RAY DIFFRACTION,0.211,2023-04-26,2023,test_new_234
7XIL:H,0,alpaca,H,8.3e-62,198.3,0,114,,,0.0,,0.0,212,2.91,X-RAY DIFFRACTION,0.206,2023-04-26,2023,test_new_234
7XIL:L,0,human,K,1.3e-59,190.8,0,109,,,0.0,,0.0,216,2.91,X-RAY DIFFRACTION,0.206,2023-04-26,2023,test_new_234
7XJ6:H,0,human,H,5.2e-54,172.9,0,122,,,0.0,,0.0,123,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJ6:L,0,rhesus,K,2.1e-56,180.6,0,105,,,0.0,,0.0,106,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJ8:H,0,human,H,7.9e-54,172.4,0,120,,,0.0,,0.0,121,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJ8:L,0,human,K,1.8e-59,190.4,0,107,,,0.0,,0.0,108,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJ9:H,0,human,H,7.9e-54,172.4,0,120,,,0.0,,0.0,121,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJ9:L,0,human,K,1.8e-59,190.4,0,107,,,0.0,,0.0,108,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
7XJF:H,0,mouse,H,2.499999999999999e-55,177.1,0,123,,,0.0,,0.0,226,2.6,X-RAY DIFFRACTION,0.187,2023-05-31,2023,test_new_234
7XJF:L,0,human,K,2.7e-57,183.3,0,107,,,0.0,,0.0,213,2.6,X-RAY DIFFRACTION,0.187,2023-05-31,2023,test_new_234
7XNF:H,0,alpaca,H,7.699999999999999e-63,201.6,0,116,,,0.0,,0.0,213,2.79,X-RAY DIFFRACTION,0.320,2023-01-11,2023,test_new_234
7XNF:L,0,human,K,2.8e-56,180.1,0,107,,,0.0,,0.0,214,2.79,X-RAY DIFFRACTION,0.320,2023-01-11,2023,test_new_234
7XQ8:H,0,human,H,2.3999999999999997e-41,132.0,0,120,,,0.0,,0.0,595,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XQ8:L,0,human,K,2.2e-39,125.4,0,101,,,0.0,,0.0,210,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XRZ:H,0,mouse,H,9e-58,184.9,0,118,,,0.0,,0.0,218,2.1,X-RAY DIFFRACTION,0.214,2023-05-10,2023,test_new_234
7XRZ:L,0,human,K,1.1e-50,161.9,0,107,,,0.0,,0.0,213,2.1,X-RAY DIFFRACTION,0.214,2023-05-10,2023,test_new_234
7XS8:H,0,alpaca,H,3.1e-61,196.5,0,115,,,0.0,,0.0,210,2.8,X-RAY DIFFRACTION,0.216,2023-04-26,2023,test_new_234
7XS8:L,0,human,K,1.2e-49,158.6,0,104,,,0.0,,0.0,207,2.8,X-RAY DIFFRACTION,0.216,2023-04-26,2023,test_new_234
7XSA:H,0,human,H,2.2e-52,167.7,0,117,,,0.0,,0.0,215,2.2,X-RAY DIFFRACTION,0.231,2023-05-10,2023,test_new_234
7XSA:L,0,rhesus,L,3.2999999999999997e-49,157.4,0,107,,,0.0,,0.0,209,2.2,X-RAY DIFFRACTION,0.231,2023-05-10,2023,test_new_234
7XSC:H,0,alpaca,H,5.900000000000003e-60,192.3,0,113,,,0.0,,0.0,206,2.88,X-RAY DIFFRACTION,0.200,2023-05-24,2023,test_new_234
7XSC:L,0,human,K,6.9e-56,178.8,0,107,,,0.0,,0.0,213,2.88,X-RAY DIFFRACTION,0.200,2023-05-24,2023,test_new_234
7XW6:H,0,human,H,1e-51,165.5,0,119,,,0.0,,0.0,120,2.78,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XW6:L,0,rhesus,L,3.9e-51,163.7,0,110,,,0.0,,0.0,112,2.78,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XW7:H,0,human,H,3.1e-52,167.2,0,117,,,0.0,,0.0,118,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XW7:L,0,human,L,5e-52,166.5,0,108,,,0.0,,0.0,109,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7XXL:H,0,human,H,1.2e-52,168.6,0,127,,,0.0,,0.0,229,0,ELECTRON MICROSCOPY,,2022-09-14,2022,test_new_234
7XXL:L,0,human,L,4.0000000000000005e-49,157.1,0,106,,,0.0,,0.0,209,0,ELECTRON MICROSCOPY,,2022-09-14,2022,test_new_234
7XY8:H,0,human,H,6.100000000000001e-57,182.4,0,116,,,0.0,,0.0,218,2.3,X-RAY DIFFRACTION,0.236,2022-11-23,2022,test_new_234
7XY8:L,0,human,K,8.7e-56,178.5,0,107,,,0.0,,0.0,214,2.3,X-RAY DIFFRACTION,0.236,2022-11-23,2022,test_new_234
7Y0C:H,0,human,H,2.9e-52,167.3,0,117,,,0.0,,0.0,218,2.94,X-RAY DIFFRACTION,0.202,2022-09-28,2022,test_new_234
7Y0C:L,0,rhesus,K,2.8000000000000002e-59,189.9,0,109,,,0.0,,0.0,214,2.94,X-RAY DIFFRACTION,0.202,2022-09-28,2022,test_new_234
7Y0G:H,0,rhesus,H,3.1000000000000003e-57,183.4,0,113,,,0.0,,0.0,211,2.08,X-RAY DIFFRACTION,0.211,2022-08-10,2022,test_new_234
7Y0G:L,0,human,K,7.3e-57,181.9,0,107,,,0.0,,0.0,213,2.08,X-RAY DIFFRACTION,0.211,2022-08-10,2022,test_new_234
7Y0V:H,0,human,H,1.4e-49,158.6,0,125,,,0.0,,0.0,223,2.48,X-RAY DIFFRACTION,0.211,2022-09-28,2022,test_new_234
7Y0V:L,0,human,L,6e-52,166.2,0,106,,,0.0,,0.0,210,2.48,X-RAY DIFFRACTION,0.211,2022-09-28,2022,test_new_234
7Y3J:H,0,mouse,H,1.7e-55,177.6,0,117,,,0.0,,0.0,219,2.6,X-RAY DIFFRACTION,0.222,2022-08-17,2022,test_new_234
7Y3J:L,0,human,K,2.6e-53,170.5,0,112,,,0.0,,0.0,217,2.6,X-RAY DIFFRACTION,0.222,2022-08-17,2022,test_new_234
7Y3N:H,0,alpaca,H,8.7e-61,195.0,0,123,,,0.0,,0.0,223,2.97,X-RAY DIFFRACTION,0.220,2023-12-27,2023,test_new_234
7Y3N:L,0,human,K,1.5e-59,190.6,0,107,,,0.0,,0.0,215,2.97,X-RAY DIFFRACTION,0.220,2023-12-27,2023,test_new_234
7Y3O:H,0,alpaca,H,9e-61,195.0,0,123,,,0.0,,0.0,226,2.1,X-RAY DIFFRACTION,0.183,2023-12-27,2023,test_new_234
7Y3O:L,0,human,K,1.5e-59,190.6,0,107,,,0.0,,0.0,214,2.1,X-RAY DIFFRACTION,0.183,2023-12-27,2023,test_new_234
7Y8J:H,0,human,H,6.8e-56,179.0,0,118,,,0.0,,0.0,121,1.03,X-RAY DIFFRACTION,0.134,2023-07-12,2023,test_new_234
7Y8J:L,0,rhesus,L,7.299999999999999e-55,175.8,0,110,,,0.0,,0.0,112,1.03,X-RAY DIFFRACTION,0.134,2023-07-12,2023,test_new_234
7YAD:H,0,human,H,4.4e-52,166.7,0,123,,,0.0,,0.0,124,2.66,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
7YAD:L,0,human,K,9.9e-55,175.0,0,104,,,0.0,,0.0,105,2.66,ELECTRON MICROSCOPY,,2022-08-31,2022,test_new_234
7YAR:H,0,alpaca,H,9.6e-55,175.5,0,127,,,0.0,,0.0,231,0,ELECTRON MICROSCOPY,,2023-01-04,2023,test_new_234
7YAR:L,0,rhesus,L,1.3e-49,158.8,0,109,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2023-01-04,2023,test_new_234
7YCK:H,0,alpaca,H,1.1e-63,204.4,0,119,,,0.0,,0.0,120,2.6,X-RAY DIFFRACTION,0.229,2023-02-01,2023,test_new_234
7YCK:L,0,rhesus,L,1.5e-52,168.2,0,108,,,0.0,,0.0,109,2.6,X-RAY DIFFRACTION,0.229,2023-02-01,2023,test_new_234
7YCL:H,0,human,H,1.7e-54,174.5,0,121,,,0.0,,0.0,220,2.13,X-RAY DIFFRACTION,0.174,2023-02-01,2023,test_new_234
7YCL:L,0,human,K,2e-57,183.8,0,107,,,0.0,,0.0,213,2.13,X-RAY DIFFRACTION,0.174,2023-02-01,2023,test_new_234
7YCN:H,0,human,H,1.6999999999999998e-53,171.3,0,120,,,0.0,,0.0,219,2.85,X-RAY DIFFRACTION,0.211,2023-02-01,2023,test_new_234
7YCN:L,0,rhesus,L,2.7e-54,173.9,0,110,,,0.0,,0.0,212,2.85,X-RAY DIFFRACTION,0.211,2023-02-01,2023,test_new_234
7YD1:H,0,human,H,3.1e-51,164.0,0,119,,,0.0,,0.0,122,2.99,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
7YD1:L,0,rhesus,L,3.9e-52,166.9,0,107,,,0.0,,0.0,108,2.99,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
7YD3:H,0,human,H,7e-56,179.0,0,118,,,0.0,,0.0,119,2.16,X-RAY DIFFRACTION,0.217,2023-07-05,2023,test_new_234
7YD3:L,0,rhesus,L,1.3e-54,174.9,0,109,,,0.0,,0.0,110,2.16,X-RAY DIFFRACTION,0.217,2023-07-05,2023,test_new_234
7YDS:H,0,alpaca,H,5.8e-59,189.1,0,117,,,0.0,,0.0,220,2.3,X-RAY DIFFRACTION,0.194,2023-07-19,2023,test_new_234
7YDS:L,0,human,K,5.799999999999998e-55,175.8,0,110,,,0.0,,0.0,214,2.3,X-RAY DIFFRACTION,0.194,2023-07-19,2023,test_new_234
7YI6:H,0,human,H,4.4e-55,176.4,0,118,,,0.0,,0.0,214,2.28,X-RAY DIFFRACTION,0.193,2023-08-30,2023,test_new_234
7YI6:L,0,rhesus,L,1.6999999999999998e-53,171.3,0,108,,,0.0,,0.0,210,2.28,X-RAY DIFFRACTION,0.193,2023-08-30,2023,test_new_234
7YIZ:H,0,alpaca,H,6.6e-56,179.2,0,113,,,0.0,,0.0,214,2.42,X-RAY DIFFRACTION,0.216,2023-08-02,2023,test_new_234
7YIZ:L,0,human,K,7.3e-57,181.9,0,107,,,0.0,,0.0,213,2.42,X-RAY DIFFRACTION,0.216,2023-08-02,2023,test_new_234
7YK4:H,0,human,H,3.4e-54,173.5,0,115,,,0.0,,0.0,216,2.7,X-RAY DIFFRACTION,0.233,2023-08-09,2023,test_new_234
7YK4:L,0,human,K,2.5000000000000002e-58,186.6,0,107,,,0.0,,0.0,212,2.7,X-RAY DIFFRACTION,0.233,2023-08-09,2023,test_new_234
7YKJ:H,0,alpaca,H,6.599999999999999e-62,198.6,0,120,,,0.0,,0.0,121,0,ELECTRON MICROSCOPY,,2022-12-28,2022,test_new_234
7YKJ:L,0,human,K,7.900000000000001e-58,185.1,0,108,,,0.0,,0.0,109,0,ELECTRON MICROSCOPY,,2022-12-28,2022,test_new_234
7YMS:H,0,mouse,H,1e-56,181.5,0,120,,,0.0,,0.0,218,2.9,ELECTRON MICROSCOPY,,2022-08-24,2022,test_new_234
7YMS:L,0,mouse,K,9.8e-53,168.7,0,107,,,0.0,,0.0,213,2.9,ELECTRON MICROSCOPY,,2022-08-24,2022,test_new_234
7YR0:H,0,human,H,2.5e-51,164.3,0,122,,,0.0,,0.0,123,0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YR0:L,0,human,K,9.400000000000001e-57,181.6,0,107,,,0.0,,0.0,108,0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YR1:H,0,alpaca,H,9.500000000000001e-60,191.7,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YR1:L,0,human,K,4.5000000000000003e-57,182.6,0,104,,,0.0,,0.0,105,0,ELECTRON MICROSCOPY,,2022-10-19,2022,test_new_234
7YRF:H,0,mouse,H,2.5e-57,183.5,0,116,,,0.0,,0.0,214,2.91,ELECTRON MICROSCOPY,,2022-09-14,2022,test_new_234
7YRF:L,0,mouse,K,2.9e-51,164.0,0,107,,,0.0,,0.0,213,2.91,ELECTRON MICROSCOPY,,2022-09-14,2022,test_new_234
7YRU:H,0,alpaca,H,3.5000000000000005e-57,183.3,0,120,,,0.0,,0.0,217,2.6,X-RAY DIFFRACTION,0.245,2023-05-17,2023,test_new_234
7YRU:L,0,mouse,K,2.2e-50,161.1,0,107,,,0.0,,0.0,213,2.6,X-RAY DIFFRACTION,0.245,2023-05-17,2023,test_new_234
7YUD:H,0,pig,H,2.1e-57,184.1,0,127,,,0.0,,0.0,228,2.98,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
7YUD:L,0,human,K,1e-55,178.2,0,106,,,0.0,,0.0,213,2.98,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
7YV1:H,0,human,H,2.7e-57,183.6,0,119,,,0.0,,0.0,222,1.454,X-RAY DIFFRACTION,0.238,2023-07-26,2023,test_new_234
7YV1:L,0,human,K,1.2e-59,190.9,0,107,,,0.0,,0.0,213,1.454,X-RAY DIFFRACTION,0.238,2023-07-26,2023,test_new_234
7YXU:H,0,alpaca,H,4.2e-64,205.7,0,120,,,0.0,,0.0,218,2.31,X-RAY DIFFRACTION,0.205,2023-01-25,2023,test_new_234
7YXU:L,0,human,K,8.700000000000003e-60,191.4,0,107,,,0.0,,0.0,213,2.31,X-RAY DIFFRACTION,0.205,2023-01-25,2023,test_new_234
7YZJ:H,0,alpaca,H,1.8e-53,171.3,0,117,,,0.0,,0.0,220,2.6,X-RAY DIFFRACTION,0.158,2023-02-01,2023,test_new_234
7YZJ:L,0,rat,K,8.8e-52,165.7,0,112,,,0.0,,0.0,219,2.6,X-RAY DIFFRACTION,0.158,2023-02-01,2023,test_new_234
7Z0X:H,0,alpaca,H,1.5e-60,194.2,0,126,,,0.0,,0.0,224,1.8,X-RAY DIFFRACTION,0.163,2022-02-23,2022,test_new_234
7Z0X:L,0,rhesus,L,2e-52,167.9,0,110,,,0.0,,0.0,215,1.8,X-RAY DIFFRACTION,0.163,2022-02-23,2022,test_new_234
7Z0Y:H,0,alpaca,H,1.3000000000000002e-60,194.5,0,121,,,0.0,,0.0,218,2.95,X-RAY DIFFRACTION,0.219,2022-02-23,2022,test_new_234
7Z0Y:L,0,rhesus,L,1.6e-54,174.6,0,107,,,0.0,,0.0,211,2.95,X-RAY DIFFRACTION,0.219,2022-02-23,2022,test_new_234
7Z12:H,0,alpaca,H,1.1e-50,162.4,0,121,,,0.0,,0.0,221,0,ELECTRON MICROSCOPY,,2022-11-02,2022,test_new_234
7Z12:L,0,human,K,1.6e-52,167.9,0,106,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2022-11-02,2022,test_new_234
7Z2M:H,0,human,H,1.7e-56,180.9,0,117,,,0.0,,0.0,219,1.899,X-RAY DIFFRACTION,0.201,2023-02-08,2023,test_new_234
7Z2M:L,0,human,K,3.1e-56,179.9,0,107,,,0.0,,0.0,213,1.899,X-RAY DIFFRACTION,0.201,2023-02-08,2023,test_new_234
7Z3W:H,0,human,H,3.9e-56,179.8,0,117,,,0.0,,0.0,214,2,X-RAY DIFFRACTION,0.196,2023-02-08,2023,test_new_234
7Z3W:L,0,human,K,9.1e-57,181.6,0,107,,,0.0,,0.0,214,2,X-RAY DIFFRACTION,0.196,2023-02-08,2023,test_new_234
7ZBU:H,0,alpaca,H,1.4e-58,187.8,0,127,,,0.0,,0.0,222,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7ZBU:L,0,human,K,3.1e-56,179.9,0,108,,,0.0,,0.0,192,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
7ZF6:H,0,human,H,9.3e-54,172.1,0,122,,,0.0,,0.0,224,2.21,X-RAY DIFFRACTION,0.235,2022-04-01,2022,test_new_234
7ZF6:L,0,rhesus,K,2.4e-55,177.2,0,108,,,0.0,,0.0,212,2.21,X-RAY DIFFRACTION,0.235,2022-04-01,2022,test_new_234
7ZF8:H,0,alpaca,H,3.4e-61,196.3,0,116,,,0.0,,0.0,216,2.95,X-RAY DIFFRACTION,0.220,2022-04-01,2022,test_new_234
7ZF8:L,0,human,K,3.6e-60,192.6,0,109,,,0.0,,0.0,215,2.95,X-RAY DIFFRACTION,0.220,2022-04-01,2022,test_new_234
7ZFF:H,0,alpaca,H,1.2e-57,184.9,0,124,,,0.0,,0.0,223,2.32,X-RAY DIFFRACTION,0.231,2022-04-01,2022,test_new_234
7ZFF:L,0,rhesus,L,8.7e-53,169.0,0,108,,,0.0,,0.0,212,2.32,X-RAY DIFFRACTION,0.231,2022-04-01,2022,test_new_234
7ZLG:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLG:L,0,rhesus,K,1.7e-56,180.9,0,107,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLH:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLH:L,0,rhesus,K,1.7e-56,180.9,0,107,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLI:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLI:L,0,rhesus,K,1.7e-56,180.9,0,107,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLJ:H,0,alpaca,H,3.2e-57,183.5,0,124,,,0.0,,0.0,226,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLJ:L,0,rhesus,K,1.7e-56,180.9,0,107,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2023-01-11,2023,test_new_234
7ZLK:H,0,human,H,2.1e-46,148.4,0,119,,,0.0,,0.0,120,0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
7ZLK:L,0,rhesus,K,2.3999999999999996e-53,170.8,0,111,,,0.0,,0.0,112,0,ELECTRON MICROSCOPY,,2022-09-21,2022,test_new_234
7ZOZ:H,0,mouse,H,3.0999999999999996e-55,176.7,0,121,,,0.0,,0.0,223,2.104,X-RAY DIFFRACTION,0.176,2023-06-28,2023,test_new_234
7ZOZ:L,0,rat,K,3.2e-54,173.6,0,107,,,0.0,,0.0,213,2.104,X-RAY DIFFRACTION,0.176,2023-06-28,2023,test_new_234
7ZQT:H,0,alpaca,H,4.0000000000000005e-49,157.3,0,119,,,0.0,,0.0,213,2.7,X-RAY DIFFRACTION,0.225,2023-05-17,2023,test_new_234
7ZQT:L,0,rhesus,K,1.5e-61,197.2,0,107,,,0.0,,0.0,211,2.7,X-RAY DIFFRACTION,0.225,2023-05-17,2023,test_new_234
7ZWI:H,0,alpaca,H,3.2e-60,193.2,0,119,,,0.0,,0.0,215,1.9,X-RAY DIFFRACTION,0.189,2022-05-19,2022,test_new_234
7ZWI:L,0,mouse,K,3.7e-51,163.6,0,106,,,0.0,,0.0,210,1.9,X-RAY DIFFRACTION,0.189,2022-05-19,2022,test_new_234
7ZXK:H,0,alpaca,H,8.8e-61,195.0,0,125,,,0.0,,0.0,229,2.2,X-RAY DIFFRACTION,0.184,2022-11-02,2022,test_new_234
7ZXK:L,0,human,K,7.700000000000004e-60,191.6,0,113,,,0.0,,0.0,220,2.2,X-RAY DIFFRACTION,0.184,2022-11-02,2022,test_new_234
7ZXU:H,0,alpaca,H,1.1e-60,194.7,0,116,,,0.0,,0.0,212,1.89,X-RAY DIFFRACTION,0.181,2022-05-23,2022,test_new_234
7ZXU:L,0,human,K,1.3e-52,168.2,0,107,,,0.0,,0.0,213,1.89,X-RAY DIFFRACTION,0.181,2022-05-23,2022,test_new_234
7ZYI:H,0,alpaca,H,2.5e-56,180.6,0,125,,,0.0,,0.0,227,0,ELECTRON MICROSCOPY,,2022-07-13,2022,test_new_234
7ZYI:L,0,human,K,1.1e-56,181.3,0,107,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2022-07-13,2022,test_new_234
8A1E:H,0,alpaca,H,3.3e-64,206.0,0,118,,,0.0,,0.0,119,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
8A1E:L,0,human,K,4.4e-56,179.4,0,107,,,0.0,,0.0,109,0,ELECTRON MICROSCOPY,,2022-08-17,2022,test_new_234
8A44:H,0,human,H,2.9e-54,173.8,0,122,,,0.0,,0.0,225,2.49,X-RAY DIFFRACTION,0.196,2023-06-07,2023,test_new_234
8A44:L,0,human,K,7.2e-59,188.4,0,107,,,0.0,,0.0,213,2.49,X-RAY DIFFRACTION,0.196,2023-06-07,2023,test_new_234
8A94:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.4,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A94:L,0,human,K,8.399999999999998e-55,175.3,0,105,,,0.0,,0.0,106,2.4,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A96:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A96:L,0,human,K,8.399999999999998e-55,175.3,0,105,,,0.0,,0.0,106,2.7,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8A99:H,0,human,H,6.199999999999999e-53,169.5,0,121,,,0.0,,0.0,122,2.5,ELECTRON MICROSCOPY,,2023-05-10,2023,test_new_234
8A99:L,0,human,K,8.399999999999998e-55,175.3,0,105,,,0.0,,0.0,106,2.5,ELECTRON MICROSCOPY,,2023-05-10,2023,test_new_234
8ACF:H,0,human,H,1.2e-55,178.2,0,117,,,0.0,,0.0,219,1.8,X-RAY DIFFRACTION,0.178,2024-01-17,2024,test_new_234
8ACF:L,0,human,K,8.8e-56,178.4,0,111,,,0.0,,0.0,215,1.8,X-RAY DIFFRACTION,0.178,2024-01-17,2024,test_new_234
8ACI:H,0,human,H,1.2e-55,178.2,0,117,,,0.0,,0.0,219,1.85,X-RAY DIFFRACTION,0.187,2024-01-17,2024,test_new_234
8ACI:L,0,human,K,9.1e-56,178.4,0,111,,,0.0,,0.0,218,1.85,X-RAY DIFFRACTION,0.187,2024-01-17,2024,test_new_234
8AHN:H,0,alpaca,H,2.3e-62,200.1,0,119,,,0.0,,0.0,218,1.8,X-RAY DIFFRACTION,0.190,2023-05-24,2023,test_new_234
8AHN:L,0,rhesus,L,1.5e-54,174.8,0,110,,,0.0,,0.0,212,1.8,X-RAY DIFFRACTION,0.190,2023-05-24,2023,test_new_234
8ATH:H,0,mouse,H,8.8e-54,172.1,0,117,,,0.0,,0.0,208,2.366,X-RAY DIFFRACTION,0.251,2023-03-01,2023,test_new_234
8ATH:L,0,human,K,9.9e-55,175.0,0,106,,,0.0,,0.0,201,2.366,X-RAY DIFFRACTION,0.251,2023-03-01,2023,test_new_234
8AV9:H,0,alpaca,H,2.1e-61,197.0,0,118,,,0.0,,0.0,207,1.99,X-RAY DIFFRACTION,0.223,2023-05-24,2023,test_new_234
8AV9:L,0,rhesus,L,6.9e-54,172.6,0,109,,,0.0,,0.0,213,1.99,X-RAY DIFFRACTION,0.223,2023-05-24,2023,test_new_234
8AWL:H,0,alpaca,H,3.800000000000001e-58,186.5,0,119,,,0.0,,0.0,216,1.62,X-RAY DIFFRACTION,0.202,2023-09-06,2023,test_new_234
8AWL:L,0,human,L,9.4e-50,159.2,0,108,,,0.0,,0.0,209,1.62,X-RAY DIFFRACTION,0.202,2023-09-06,2023,test_new_234
8B50:H,0,mouse,H,8.9e-52,165.6,0,117,,,0.0,,0.0,215,1.67,X-RAY DIFFRACTION,0.191,2023-10-04,2023,test_new_234
8B50:L,0,rat,K,2.8e-50,160.8,0,112,,,0.0,,0.0,219,1.67,X-RAY DIFFRACTION,0.191,2023-10-04,2023,test_new_234
8B7H:H,0,human,H,1.5e-57,184.4,0,123,,,0.0,,0.0,221,1.95,X-RAY DIFFRACTION,0.265,2023-12-27,2023,test_new_234
8B7H:L,0,human,K,2.1e-59,190.1,0,112,,,0.0,,0.0,219,1.95,X-RAY DIFFRACTION,0.265,2023-12-27,2023,test_new_234
8B9V:H,0,alpaca,H,1.8e-62,200.4,0,115,,,0.0,,0.0,212,2.16,X-RAY DIFFRACTION,0.197,2023-10-25,2023,test_new_234
8B9V:L,0,rhesus,K,7.7e-59,188.5,0,108,,,0.0,,0.0,212,2.16,X-RAY DIFFRACTION,0.197,2023-10-25,2023,test_new_234
8BBH:H,0,mouse,H,1.2e-51,165.2,0,116,,,0.0,,0.0,213,1.619,X-RAY DIFFRACTION,0.198,2022-12-21,2022,test_new_234
8BBH:L,0,human,K,2.2e-55,177.1,0,112,,,0.0,,0.0,218,1.619,X-RAY DIFFRACTION,0.198,2022-12-21,2022,test_new_234
8BBO:H,0,human,H,9.6e-51,162.4,0,118,,,0.0,,0.0,222,2.75,X-RAY DIFFRACTION,0.224,2023-03-22,2023,test_new_234
8BBO:L,0,human,K,4.3e-56,179.4,0,106,,,0.0,,0.0,211,2.75,X-RAY DIFFRACTION,0.224,2023-03-22,2023,test_new_234
8BCZ:H,0,human,H,6.1e-51,163.0,0,117,,,0.0,,0.0,118,0,ELECTRON MICROSCOPY,,2023-03-22,2023,test_new_234
8BCZ:L,0,human,K,7e-57,182.0,0,105,,,0.0,,0.0,106,0,ELECTRON MICROSCOPY,,2023-03-22,2023,test_new_234
8BE1:H,0,mouse,H,2.4e-56,180.3,0,117,,,0.0,,0.0,216,1.98,X-RAY DIFFRACTION,0.248,2023-01-25,2023,test_new_234
8BE1:L,0,mouse,K,7.999999999999999e-50,159.3,0,107,,,0.0,,0.0,213,1.98,X-RAY DIFFRACTION,0.248,2023-01-25,2023,test_new_234
8BF0:H,0,mouse,H,3.3e-50,160.5,0,112,,,0.0,,0.0,211,1.75,X-RAY DIFFRACTION,0.168,2023-11-01,2023,test_new_234
8BF0:L,0,mouse,K,2.7e-52,167.3,0,106,,,0.0,,0.0,213,1.75,X-RAY DIFFRACTION,0.168,2023-11-01,2023,test_new_234
8BG1:H,0,alpaca,H,5.200000000000003e-60,192.5,0,125,,,0.0,,0.0,227,2.88,X-RAY DIFFRACTION,0.202,2023-11-08,2023,test_new_234
8BG1:L,0,rhesus,K,4.6e-56,179.5,0,110,,,0.0,,0.0,215,2.88,X-RAY DIFFRACTION,0.202,2023-11-08,2023,test_new_234
8BH5:H,0,alpaca,H,1.1e-60,194.6,0,116,,,0.0,,0.0,218,2.38,X-RAY DIFFRACTION,0.186,2022-11-23,2022,test_new_234
8BH5:L,0,human,K,1.3e-52,168.2,0,107,,,0.0,,0.0,213,2.38,X-RAY DIFFRACTION,0.186,2022-11-23,2022,test_new_234
8BJZ:H,0,mouse,H,1.4e-52,168.1,0,115,,,0.0,,0.0,218,1.89,X-RAY DIFFRACTION,0.186,2023-09-27,2023,test_new_234
8BJZ:L,0,mouse,K,3e-53,170.4,0,107,,,0.0,,0.0,213,1.89,X-RAY DIFFRACTION,0.186,2023-09-27,2023,test_new_234
8BK2:H,0,alpaca,H,9.7e-61,194.8,0,115,,,0.0,,0.0,215,2.41,X-RAY DIFFRACTION,0.204,2023-11-22,2023,test_new_234
8BK2:L,0,human,K,2.4e-55,177.0,0,109,,,0.0,,0.0,214,2.41,X-RAY DIFFRACTION,0.204,2023-11-22,2023,test_new_234
